visit_date,hits,visitors,mean,anomalyClass
2017-07-09,24,10,2.4,0
2017-07-10,15,8,1.875,0
2017-07-11,18,13,1.3846153846153846,0
2017-07-12,10,9,1.1111111111111112,0
2017-07-13,11,10,1.1,0
2017-07-14,14,13,1.0769230769230769,0
2017-07-15,12,11,1.0909090909090908,0
2017-07-16,7,7,1.0,0
2017-07-17,15,7,2.142857142857143,0
2017-07-18,14,11,1.2727272727272727,0
2017-07-19,10,8,1.25,0
2017-07-20,16,11,1.4545454545454546,0
2017-07-21,23,9,2.5555555555555554,0
2017-07-22,6,6,1.0,0
2017-07-23,6,6,1.0,0
2017-07-24,9,9,1.0,0
2017-07-25,7,7,1.0,0
2017-07-26,4,4,1.0,0
2017-07-27,13,11,1.1818181818181819,0
2017-07-28,23,6,3.8333333333333335,0
2017-07-29,6,6,1.0,0
2017-07-30,8,5,1.6,0
2017-07-31,13,7,1.8571428571428572,0
2017-08-01,2,2,1.0,0
2017-08-02,11,9,1.2222222222222223,0
2017-08-03,23,12,1.9166666666666667,0
2017-08-04,6,6,1.0,0
2017-08-05,5,5,1.0,0
2017-08-06,10,9,1.1111111111111112,0
2017-08-07,4,4,1.0,0
2017-08-08,60,5,12.0,0
2017-08-09,29,13,2.230769230769231,0
2017-08-10,22,7,3.142857142857143,0
2017-08-11,57,7,8.142857142857142,0
2017-08-12,42,5,8.4,0
2017-08-13,13,6,2.1666666666666665,0
2017-08-14,18,13,1.3846153846153846,0
2017-08-15,3,3,1.0,0
2017-08-16,12,7,1.7142857142857142,0
2017-08-17,32,17,1.8823529411764706,0
2017-08-18,11,10,1.1,0
2017-08-19,13,9,1.4444444444444444,0
2017-08-20,7,7,1.0,0
2017-08-21,15,12,1.25,0
2017-08-22,10,7,1.4285714285714286,0
2017-08-23,6,4,1.5,0
2017-08-24,4,4,1.0,0
2017-08-25,9,9,1.0,0
2017-08-26,4,4,1.0,0
2017-08-27,8,7,1.1428571428571428,0
2017-08-28,8,7,1.1428571428571428,0
2017-08-29,18,13,1.3846153846153846,0
2017-08-30,6,5,1.2,0
2017-08-31,93,8,11.625,0
2017-09-01,5,5,1.0,0
2017-09-02,40,17,2.3529411764705883,0
2017-09-03,9,9,1.0,0
2017-09-04,9,6,1.5,0
2017-09-05,14,12,1.1666666666666667,0
2017-09-06,238,13,18.307692307692307,1
2017-09-07,6,6,1.0,0
2017-09-08,1,1,1.0,0
2017-09-09,12,3,4.0,0
2017-09-10,10,6,1.6666666666666667,0
2017-09-11,49,13,3.769230769230769,0
2017-09-12,10,5,2.0,0
2017-09-13,9,6,1.5,0
2017-09-14,11,5,2.2,0
2017-09-15,3,2,1.5,0
2017-09-16,17,5,3.4,0
2017-09-17,10,8,1.25,0
2017-09-18,6,4,1.5,0
2017-09-19,12,11,1.0909090909090908,0
2017-09-20,24,8,3.0,0
2017-09-21,6,6,1.0,0
2017-09-22,18,10,1.8,0
2017-09-23,13,6,2.1666666666666665,0
2017-09-24,12,7,1.7142857142857142,0
2017-09-25,19,19,1.0,0
2017-09-26,12,9,1.3333333333333333,0
2017-09-27,7,5,1.4,0
2017-09-28,2,1,2.0,0
2017-09-29,15,13,1.1538461538461537,0
2017-09-30,76,10,7.6,0
2017-10-01,10,7,1.4285714285714286,0
2017-10-02,96,24,4.0,0
2017-10-03,27,13,2.076923076923077,0
2017-10-04,5,5,1.0,0
2017-10-05,15,14,1.0714285714285714,0
2017-10-06,68,17,4.0,0
2017-10-07,14,8,1.75,0
2017-10-08,21,7,3.0,0
2017-10-09,16,13,1.2307692307692308,0
2017-10-10,6,5,1.2,0
2017-10-11,16,12,1.3333333333333333,0
2017-10-12,39,9,4.333333333333333,0
2017-10-13,8,3,2.6666666666666665,0
2017-10-14,20,14,1.4285714285714286,0
2017-10-15,8,7,1.1428571428571428,0
2017-10-16,8,6,1.3333333333333333,0
2017-10-17,16,10,1.6,0
2017-10-18,6,6,1.0,0
2017-10-19,41,16,2.5625,0
2017-10-20,11,9,1.2222222222222223,0
2017-10-21,27,13,2.076923076923077,0
2017-10-22,11,8,1.375,0
2017-10-23,30,14,2.142857142857143,0
2017-10-24,29,15,1.9333333333333333,0
2017-10-25,18,12,1.5,0
2017-10-26,11,10,1.1,0
2017-10-27,15,12,1.25,0
2017-10-28,14,13,1.0769230769230769,0
2017-10-29,34,16,2.125,0
2017-10-30,16,14,1.1428571428571428,0
2017-10-31,12,10,1.2,0
2017-11-01,14,11,1.2727272727272727,0
2017-11-02,15,13,1.1538461538461537,0
2017-11-03,12,11,1.0909090909090908,0
2017-11-04,48,14,3.4285714285714284,0
2017-11-05,7,6,1.1666666666666667,0
2017-11-06,31,10,3.1,0
2017-11-07,15,13,1.1538461538461537,0
2017-11-08,10,9,1.1111111111111112,0
2017-11-09,5,4,1.25,0
2017-11-10,16,9,1.7777777777777777,0
2017-11-11,13,8,1.625,0
2017-11-12,17,4,4.25,0
2017-11-13,7,7,1.0,0
2017-11-14,7,6,1.1666666666666667,0
2017-11-15,19,11,1.7272727272727273,0
2017-11-16,9,9,1.0,0
2017-11-17,28,11,2.5454545454545454,0
2017-11-18,28,7,4.0,0
2017-11-19,9,6,1.5,0
2017-11-20,10,4,2.5,0
2017-11-21,10,7,1.4285714285714286,0
2017-11-22,19,10,1.9,0
2017-11-23,13,8,1.625,0
2017-11-24,25,9,2.7777777777777777,0
2017-11-25,23,16,1.4375,0
2017-11-26,26,17,1.5294117647058822,0
2017-11-27,26,15,1.7333333333333334,0
2017-11-28,4,3,1.3333333333333333,0
2017-11-29,5,3,1.6666666666666667,0
2017-11-30,12,10,1.2,0
2017-12-01,8,7,1.1428571428571428,0
2017-12-02,6,4,1.5,0
2017-12-03,11,10,1.1,0
2017-12-04,9,8,1.125,0
2017-12-05,14,10,1.4,0
2017-12-06,4,3,1.3333333333333333,0
2017-12-07,9,7,1.2857142857142858,0
2017-12-08,2,2,1.0,0
2017-12-09,16,9,1.7777777777777777,0
2017-12-10,3,3,1.0,0
2017-12-11,21,12,1.75,0
2017-12-12,9,6,1.5,0
2017-12-13,19,12,1.5833333333333333,0
2017-12-14,11,9,1.2222222222222223,0
2017-12-15,22,8,2.75,0
2017-12-16,8,7,1.1428571428571428,0
2017-12-17,14,11,1.2727272727272727,0
2017-12-18,36,12,3.0,0
2017-12-19,21,4,5.25,0
2017-12-20,13,11,1.1818181818181819,0
2017-12-21,14,9,1.5555555555555556,0
2017-12-22,9,9,1.0,0
2017-12-23,14,8,1.75,0
2017-12-24,3,3,1.0,0
2017-12-25,20,11,1.8181818181818181,0
2017-12-26,10,6,1.6666666666666667,0
2017-12-27,16,9,1.7777777777777777,0
2017-12-28,11,6,1.8333333333333333,0
2017-12-29,15,11,1.3636363636363635,0
2017-12-30,36,14,2.5714285714285716,0
2017-12-31,30,12,2.5,0
2018-01-01,13,10,1.3,0
2018-01-02,34,18,1.8888888888888888,0
2018-01-03,34,10,3.4,0
2018-01-04,43,23,1.8695652173913044,0
2018-01-05,9,7,1.2857142857142858,0
2018-01-06,25,15,1.6666666666666667,0
2018-01-07,9,7,1.2857142857142858,0
2018-01-08,22,16,1.375,0
2018-01-09,27,13,2.076923076923077,0
2018-01-10,39,22,1.7727272727272727,0
2018-01-11,60,11,5.454545454545454,0
2018-01-12,88,15,5.866666666666666,0
2018-01-13,31,12,2.5833333333333335,0
2018-01-14,14,7,2.0,0
2018-01-15,11,6,1.8333333333333333,0
2018-01-16,8,8,1.0,0
2018-01-17,28,11,2.5454545454545454,0
2018-01-18,14,4,3.5,0
2018-01-19,14,10,1.4,0
2018-01-20,7,7,1.0,0
2018-01-21,12,5,2.4,0
2018-01-22,27,21,1.2857142857142858,0
2018-01-23,20,18,1.1111111111111112,0
2018-01-24,17,10,1.7,0
2018-01-25,7,5,1.4,0
2018-01-26,3,2,1.5,0
2018-01-27,8,8,1.0,0
2018-01-28,12,9,1.3333333333333333,0
2018-01-29,22,17,1.2941176470588236,0
2018-01-30,6,6,1.0,0
2018-01-31,246,14,17.571428571428573,1
2018-02-01,24,16,1.5,0
2018-02-02,41,9,4.555555555555555,0
2018-02-03,34,11,3.090909090909091,0
2018-02-04,13,13,1.0,0
2018-02-05,19,9,2.111111111111111,0
2018-02-06,15,10,1.5,0
2018-02-07,22,18,1.2222222222222223,0
2018-02-08,23,17,1.3529411764705883,0
2018-02-09,35,25,1.4,0
2018-02-10,22,18,1.2222222222222223,0
2018-02-11,13,13,1.0,0
2018-02-12,32,17,1.8823529411764706,0
2018-02-13,14,11,1.2727272727272727,0
2018-02-14,63,23,2.739130434782609,0
2018-02-15,23,8,2.875,0
2018-02-16,43,10,4.3,0
2018-02-17,7,5,1.4,0
2018-02-18,29,5,5.8,0
2018-02-19,23,11,2.090909090909091,0
2018-02-20,15,9,1.6666666666666667,0
2018-02-21,6,6,1.0,0
2018-02-22,13,7,1.8571428571428572,0
2018-02-23,33,5,6.6,0
2018-02-24,12,10,1.2,0
2018-02-25,26,23,1.1304347826086956,0
2018-02-26,8,8,1.0,0
2018-02-27,11,10,1.1,0
2018-02-28,16,11,1.4545454545454546,0
2018-03-01,47,8,5.875,0
2018-03-02,15,13,1.1538461538461537,0
2018-03-03,25,12,2.0833333333333335,0
2018-03-04,10,10,1.0,0
2018-03-05,36,16,2.25,0
2018-03-06,52,9,5.777777777777778,0
2018-03-07,16,14,1.1428571428571428,0
2018-03-08,10,10,1.0,0
2018-03-09,15,13,1.1538461538461537,0
2018-03-10,10,7,1.4285714285714286,0
2018-03-11,41,15,2.7333333333333334,0
2018-03-12,16,14,1.1428571428571428,0
2018-03-13,41,10,4.1,0
2018-03-14,3,3,1.0,0
2018-03-15,16,15,1.0666666666666667,0
2018-03-16,37,23,1.608695652173913,0
2018-03-17,22,13,1.6923076923076923,0
2018-03-18,28,8,3.5,0
2018-03-19,8,7,1.1428571428571428,0
2018-03-20,14,10,1.4,0
2018-03-21,38,11,3.4545454545454546,0
2018-03-22,40,13,3.076923076923077,0
2018-03-23,23,14,1.6428571428571428,0
2018-03-24,43,11,3.909090909090909,0
2018-03-25,18,12,1.5,0
2018-03-26,7,6,1.1666666666666667,0
2018-03-27,37,9,4.111111111111111,0
2018-03-28,21,12,1.75,0
2018-03-29,97,14,6.928571428571429,0
2018-03-30,14,9,1.5555555555555556,0
2018-03-31,34,8,4.25,0
2018-04-01,14,6,2.3333333333333335,0
2018-04-02,22,12,1.8333333333333333,0
2018-04-03,9,7,1.2857142857142858,0
2018-04-04,10,6,1.6666666666666667,0
2018-04-05,19,12,1.5833333333333333,0
2018-04-06,11,7,1.5714285714285714,0
2018-04-07,9,7,1.2857142857142858,0
2018-04-08,30,20,1.5,0
2018-04-09,25,13,1.9230769230769231,0
2018-04-10,10,7,1.4285714285714286,0
2018-04-11,31,16,1.9375,0
2018-04-12,23,8,2.875,0
2018-04-13,7,5,1.4,0
2018-04-14,6,4,1.5,0
2018-04-15,4,4,1.0,0
2018-04-16,5,4,1.25,0
2018-04-17,22,6,3.6666666666666665,0
2018-04-18,53,11,4.818181818181818,0
2018-04-19,34,12,2.8333333333333335,0
2018-04-20,15,7,2.142857142857143,0
2018-04-21,36,10,3.6,0
2018-04-22,18,8,2.25,0
2018-04-23,17,9,1.8888888888888888,0
2018-04-24,40,7,5.714285714285714,0
2018-04-25,22,11,2.0,0
2018-04-26,32,11,2.909090909090909,0
2018-04-27,9,7,1.2857142857142858,0
2018-04-28,17,13,1.3076923076923077,0
2018-04-29,18,10,1.8,0
2018-04-30,19,16,1.1875,0
2018-05-01,14,8,1.75,0
2018-05-02,20,13,1.5384615384615385,0
2018-05-03,8,7,1.1428571428571428,0
2018-05-04,10,5,2.0,0
2018-05-05,5,5,1.0,0
2018-05-06,13,10,1.3,0
2018-05-07,33,17,1.9411764705882353,0
2018-05-08,7,6,1.1666666666666667,0
2018-05-09,11,8,1.375,0
2018-05-10,10,5,2.0,0
2018-05-11,3,3,1.0,0
2018-05-12,10,10,1.0,0
2018-05-13,26,8,3.25,0
2018-05-14,21,13,1.6153846153846154,0
2018-05-15,9,7,1.2857142857142858,0
2018-05-16,13,8,1.625,0
2018-05-17,43,12,3.5833333333333335,0
2018-05-18,55,13,4.230769230769231,0
2018-05-19,4,4,1.0,0
2018-05-20,20,15,1.3333333333333333,0
2018-05-21,7,6,1.1666666666666667,0
2018-05-22,20,8,2.5,0
2018-05-23,14,8,1.75,0
2018-05-24,12,10,1.2,0
2018-05-25,25,13,1.9230769230769231,0
2018-05-26,16,5,3.2,0
2018-05-27,14,11,1.2727272727272727,0
2018-05-28,11,7,1.5714285714285714,0
2018-05-29,24,13,1.8461538461538463,0
2018-05-30,27,13,2.076923076923077,0
2018-05-31,8,6,1.3333333333333333,0
2018-06-01,18,10,1.8,0
2018-06-02,27,12,2.25,0
2018-06-03,7,4,1.75,0
2018-06-04,12,10,1.2,0
2018-06-05,13,12,1.0833333333333333,0
2018-06-06,15,10,1.5,0
2018-06-07,17,12,1.4166666666666667,0
2018-06-08,6,6,1.0,0
2018-06-09,16,8,2.0,0
2018-06-10,22,17,1.2941176470588236,0
2018-06-11,13,9,1.4444444444444444,0
2018-06-12,23,15,1.5333333333333334,0
2018-06-13,6,6,1.0,0
2018-06-14,18,11,1.6363636363636365,0
2018-06-15,7,5,1.4,0
2018-06-16,46,13,3.5384615384615383,0
2018-06-17,29,9,3.2222222222222223,0
2018-06-18,29,13,2.230769230769231,0
2018-06-19,15,11,1.3636363636363635,0
2018-06-20,23,14,1.6428571428571428,0
2018-06-21,13,9,1.4444444444444444,0
2018-06-22,33,10,3.3,0
2018-06-23,8,5,1.6,0
2018-06-24,15,10,1.5,0
2018-06-25,20,15,1.3333333333333333,0
2018-06-26,8,4,2.0,0
2018-06-27,17,12,1.4166666666666667,0
2018-06-28,23,13,1.7692307692307692,0
2018-06-29,11,7,1.5714285714285714,0
2018-06-30,11,7,1.5714285714285714,0
2018-07-01,16,15,1.0666666666666667,0
2018-07-02,20,14,1.4285714285714286,0
2018-07-03,10,10,1.0,0
2018-07-04,11,11,1.0,0
2018-07-05,12,9,1.3333333333333333,0
2018-07-06,2,1,2.0,1
2018-07-07,0,0,0.0,1
2018-07-08,0,0,0.0,1
2018-07-09,0,0,0.0,1
2018-07-10,0,0,0.0,1
2018-07-11,1,1,1.0,0
2018-07-12,0,0,0.0,1
2018-07-13,0,0,0.0,1
2018-07-14,0,0,0.0,1
2018-07-15,0,0,0.0,1
2018-07-16,0,0,0.0,1
2018-07-17,0,0,0.0,1
2018-07-18,0,0,0.0,1
2018-07-19,0,0,0.0,1
2018-07-20,0,0,0.0,1
2018-07-21,0,0,0.0,1
2018-07-22,0,0,0.0,1
2018-07-23,0,0,0.0,1
2018-07-24,0,0,0.0,1
2018-07-25,0,0,0.0,1
2018-07-26,0,0,0.0,1
2018-07-27,0,0,0.0,1
2018-07-28,0,0,0.0,1
2018-07-29,0,0,0.0,1
2018-07-30,0,0,0.0,1
2018-07-31,0,0,0.0,1
2018-08-01,0,0,0.0,1
2018-08-02,0,0,0.0,1
2018-08-03,0,0,0.0,1
2018-08-04,0,0,0.0,1
2018-08-05,0,0,0.0,1
2018-08-06,0,0,0.0,1
2018-08-07,0,0,0.0,1
2018-08-08,0,0,0.0,1
2018-08-09,0,0,0.0,1
2018-08-10,3,1,3.0,1
2018-08-11,0,0,0.0,1
2018-08-12,0,0,0.0,1
2018-08-13,3,1,3.0,1
2018-08-14,0,0,0.0,1
2018-08-15,0,0,0.0,1
2018-08-16,0,0,0.0,1
2018-08-17,0,0,0.0,1
2018-08-18,0,0,0.0,1
2018-08-19,4,1,4.0,1
2018-08-20,0,0,0.0,1
2018-08-21,0,0,0.0,1
2018-08-22,0,0,0.0,1
2018-08-23,0,0,0.0,1
2018-08-24,0,0,0.0,1
2018-08-25,0,0,0.0,1
2018-08-26,0,0,0.0,1
2018-08-27,0,0,0.0,1
2018-08-28,0,0,0.0,1
2018-08-29,0,0,0.0,1
2018-08-30,0,0,0.0,1
2018-08-31,0,0,0.0,1
2018-09-01,0,0,0.0,1
2018-09-02,0,0,0.0,1
2018-09-03,0,0,0.0,1
2018-09-04,0,0,0.0,1
2018-09-05,0,0,0.0,1
2018-09-06,0,0,0.0,1
2018-09-07,0,0,0.0,1
2018-09-08,0,0,0.0,1
2018-09-09,0,0,0.0,1
2018-09-10,0,0,0.0,1
2018-09-11,0,0,0.0,1
2018-09-12,12,10,1.2,0
2018-09-13,8,6,1.3333333333333333,0
2018-09-14,46,18,2.5555555555555554,0
2018-09-15,7,5,1.4,0
2018-09-16,11,10,1.1,0
2018-09-17,25,13,1.9230769230769231,0
2018-09-18,34,18,1.8888888888888888,0
2018-09-19,47,18,2.611111111111111,0
2018-09-20,13,8,1.625,0
2018-09-21,7,7,1.0,0
2018-09-22,80,13,6.153846153846154,0
2018-09-23,19,13,1.4615384615384615,0
2018-09-24,40,24,1.6666666666666667,0
2018-09-25,27,14,1.9285714285714286,0
2018-09-26,41,17,2.411764705882353,0
2018-09-27,86,15,5.733333333333333,0
2018-09-28,72,20,3.6,0
2018-09-29,37,17,2.176470588235294,0
2018-09-30,27,15,1.8,0
2018-10-01,39,14,2.7857142857142856,0
2018-10-02,77,10,7.7,0
2018-10-03,12,10,1.2,0
2018-10-04,4,4,1.0,0
2018-10-05,17,12,1.4166666666666667,0
2018-10-06,12,10,1.2,0
2018-10-07,31,16,1.9375,0
2018-10-08,46,12,3.8333333333333335,0
2018-10-09,15,7,2.142857142857143,0
2018-10-10,15,11,1.3636363636363635,0
2018-10-11,8,7,1.1428571428571428,0
2018-10-12,10,9,1.1111111111111112,0
2018-10-13,13,9,1.4444444444444444,0
2018-10-14,20,11,1.8181818181818181,0
2018-10-15,14,11,1.2727272727272727,0
2018-10-16,41,19,2.1578947368421053,0
2018-10-17,62,33,1.878787878787879,0
2018-10-18,44,24,1.8333333333333333,0
2018-10-19,31,17,1.8235294117647058,0
2018-10-20,22,10,2.2,0
2018-10-21,16,13,1.2307692307692308,0
2018-10-22,16,16,1.0,0
2018-10-23,28,21,1.3333333333333333,0
2018-10-24,28,14,2.0,0
2018-10-25,7,7,1.0,0
2018-10-26,30,20,1.5,0
2018-10-27,10,9,1.1111111111111112,0
2018-10-28,38,23,1.6521739130434783,0
2018-10-29,29,18,1.6111111111111112,0
2018-10-30,25,15,1.6666666666666667,0
2018-10-31,39,23,1.6956521739130435,0
2018-11-01,15,8,1.875,0
2018-11-02,17,11,1.5454545454545454,0
2018-11-03,44,27,1.6296296296296295,0
2018-11-04,13,13,1.0,0
2018-11-05,35,22,1.5909090909090908,0
2018-11-06,24,17,1.411764705882353,0
2018-11-07,260,15,17.333333333333332,1
2018-11-08,20,16,1.25,0
2018-11-09,26,22,1.1818181818181819,0
2018-11-10,30,22,1.3636363636363635,0
2018-11-11,39,22,1.7727272727272727,0
2018-11-12,48,15,3.2,0
2018-11-13,26,13,2.0,0
2018-11-14,29,16,1.8125,0
2018-11-15,43,25,1.72,0
2018-11-16,34,21,1.619047619047619,0
2018-11-17,51,29,1.7586206896551724,0
2018-11-18,302,23,13.130434782608695,1
2018-11-19,33,19,1.736842105263158,0
2018-11-20,43,30,1.4333333333333333,0
2018-11-21,46,30,1.5333333333333334,0
2018-11-22,83,35,2.3714285714285714,0
2018-11-23,69,33,2.090909090909091,0
2018-11-24,74,31,2.3870967741935485,0
2018-11-25,37,23,1.608695652173913,0
2018-11-26,39,26,1.5,0
2018-11-27,37,24,1.5416666666666667,0
2018-11-28,40,24,1.6666666666666667,0
2018-11-29,32,19,1.6842105263157894,0
2018-11-30,13,9,1.4444444444444444,0
2018-12-01,10,7,1.4285714285714286,0
2018-12-02,16,11,1.4545454545454546,0
2018-12-03,14,10,1.4,0
2018-12-04,22,17,1.2941176470588236,0
2018-12-05,9,7,1.2857142857142858,0
2018-12-06,245,9,27.22222222222222,1
2018-12-07,13,10,1.3,0
2018-12-08,24,13,1.8461538461538463,0
2018-12-09,15,11,1.3636363636363635,0
2018-12-10,17,7,2.4285714285714284,0
2018-12-11,14,3,4.666666666666667,0
2018-12-12,6,5,1.2,0
2018-12-13,10,7,1.4285714285714286,0
2018-12-14,22,12,1.8333333333333333,0
2018-12-15,22,8,2.75,0
2018-12-16,15,8,1.875,0
2018-12-17,25,11,2.272727272727273,0
2018-12-18,18,8,2.25,0
2018-12-19,14,7,2.0,0
2018-12-20,6,5,1.2,0
2018-12-21,12,9,1.3333333333333333,0
2018-12-22,23,18,1.2777777777777777,0
2018-12-23,7,5,1.4,0
2018-12-24,9,8,1.125,0
2018-12-25,25,13,1.9230769230769231,0
2018-12-26,11,7,1.5714285714285714,0
2018-12-27,12,8,1.5,0
2018-12-28,25,14,1.7857142857142858,0
2018-12-29,16,12,1.3333333333333333,0
2018-12-30,18,11,1.6363636363636365,0
2018-12-31,10,7,1.4285714285714286,0
2019-01-01,10,8,1.25,0
2019-01-02,5,4,1.25,0
2019-01-03,15,11,1.3636363636363635,0
2019-01-04,10,9,1.1111111111111112,0
2019-01-05,13,7,1.8571428571428572,0
2019-01-06,9,7,1.2857142857142858,0
2019-01-07,8,6,1.3333333333333333,0
2019-01-08,17,11,1.5454545454545454,0
2019-01-09,9,4,2.25,0
2019-01-10,6,4,1.5,0
2019-01-11,18,8,2.25,0
2019-01-12,8,7,1.1428571428571428,0
2019-01-13,8,6,1.3333333333333333,0
2019-01-14,6,5,1.2,0
2019-01-15,11,7,1.5714285714285714,0
2019-01-16,12,6,2.0,0
2019-01-17,3,3,1.0,0
2019-01-18,13,9,1.4444444444444444,0
2019-01-19,44,8,5.5,0
2019-01-20,66,11,6.0,0
2019-01-21,33,20,1.65,0
2019-01-22,20,13,1.5384615384615385,0
2019-01-23,12,7,1.7142857142857142,0
2019-01-24,4,3,1.3333333333333333,0
2019-01-25,38,19,2.0,0
2019-01-26,9,6,1.5,0
2019-01-27,90,40,2.25,0
2019-01-28,25,12,2.0833333333333335,0
2019-01-29,319,60,5.316666666666666,1
2019-01-30,593,82,7.2317073170731705,1
2019-01-31,28,13,2.1538461538461537,0
2019-02-01,26,10,2.6,0
2019-02-02,105,32,3.28125,0
2019-02-03,24,16,1.5,0
2019-02-04,15,12,1.25,0
2019-02-05,12,8,1.5,0
